Code,Stock,Company,Sector,Market,Price,EPS,ROE,YoY,QoQ,ConQ,TopQ,RYoY,RQoQ,RConQ,RTopQ
0126,MICROLN,MICROLINK SOLUTIONS BERHAD,Technology,Ace Market,2.150,7.16,28.66,Yes,Yes,No,Yes,Yes,No,No,No
03017,UNIWALL,UNI WALL APS HOLDINGS BERHAD,Construction,Leap Market,0.770,1.98,28.31,No,No,No,No,No,No,No,No
03005,MHCARE,METRO HEALTHCARE BERHAD,Health Care,Leap Market,1.080,2.66,28.03,No,No,No,Yes,No,Yes,No,No
5136,COMPLET,COMPLETE LOGISTIC SERVICES BERHAD,Transportation & Logistics,Main Market,0.680,34.74,27.57,Yes,No,No,No,No,No,No,No
5024,HUPSENG,HUP SENG INDUSTRIES BERHAD,Consumer Products & Services,Main Market,0.945,4.80,26.69,No,No,No,No,Yes,Yes,No,No
03003,JMEDU,JM EDUCATION GROUP BERHAD,Consumer Products & Services,Leap Market,0.450,4.01,26.26,No,No,No,No,No,No,No,No
03008,SLIC,SL INNOVATION CAPITAL BERHAD,Technology,Leap Market,0.405,2.58,25.79,No,No,No,No,No,Yes,No,No
7231,WELLCAL,WELLCALL HOLDINGS BERHAD,Industrial Products & Services,Main Market,1.050,5.90,24.26,No,No,No,No,No,No,No,No
6351,AMWAY,AMWAY (MALAYSIA) HOLDINGS BERHAD,Consumer Products & Services,Main Market,5.830,32.89,23.66,No,No,No,No,Yes,Yes,No,Yes
5246,WPRTS,WESTPORTS HOLDINGS BERHAD,Transportation & Logistics,Main Market,4.280,18.08,23.13,Yes,No,No,Yes,Yes,No,No,Yes
0106,REXIT,REXIT BERHAD,Technology,Ace Market,0.905,5.28,22.95,Yes,Yes,No,No,Yes,Yes,No,No
5614,ILB,INTEGRATED LOGISTICS BHD,Transportation & Logistics,Main Market,0.565,25.07,22.43,Yes,No,No,No,No,No,No,No
6139,TAKAFUL,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,Financial Services,Main Market,4.800,40.27,22.25,No,No,No,No,No,No,No,No
7181,ARBB,ARB BERHAD,Technology,Main Market,0.270,8.13,21.97,Yes,No,No,No,Yes,Yes,No,Yes
03027,MMIS,MMIS BERHAD,Industrial Products & Services,Leap Market,0.270,0.93,21.82,No,No,No,No,No,No,No,Yes
5296,MRDIY,MR D.I.Y. GROUP (M) BERHAD,Consumer Products & Services,Main Market,3.200,7.23,21.19,No,No,No,Yes,No,No,No,Yes
7233,DUFU,DUFU TECHNOLOGY CORP. BERHAD,Industrial Products & Services,Main Market,3.160,9.72,21.12,Yes,No,No,No,Yes,Yes,No,No
0099,SCICOM,SCICOM (MSC) BERHAD,Industrial Products & Services,Main Market,0.910,6.30,21.01,Yes,No,No,Yes,Yes,Yes,No,Yes
5151,HEXTAR,HEXTAR GLOBAL BERHAD,Industrial Products & Services,Main Market,0.830,4.97,20.71,Yes,Yes,No,Yes,Yes,Yes,No,Yes
0198,GDB,GDB HOLDINGS BERHAD,Construction,Main Market,0.980,4.02,20.10,No,No,No,No,Yes,No,No,No
6012,MAXIS,MAXIS BERHAD,Telecommunications & Media,Main Market,5.010,18.16,19.96,No,No,No,No,Yes,No,No,No
03006,NPS,NOVA PHARMA SOLUTIONS BERHAD,Health Care,Leap Market,0.230,1.30,19.95,No,No,No,No,No,No,No,No
5209,GASMSIA,GAS MALAYSIA BERHAD,Utilities,Main Market,2.600,15.68,19.93,Yes,No,No,No,No,No,No,No
6645,LITRAK,LINGKARAN TRANS KOTA HOLDINGS BERHAD,Transportation & Logistics,Main Market,4.110,41.84,19.79,No,No,No,No,No,No,No,No
7089,LIIHEN,LII HEN INDUSTRIES BHD.,Consumer Products & Services,Main Market,3.930,44.05,19.41,Yes,No,No,Yes,Yes,No,No,Yes
6874,KUB,KUB MALAYSIA BERHAD,Industrial Products & Services,Main Market,0.605,13.23,19.17,Yes,Yes,No,No,No,No,No,No
03028,ACEINNO,ACE INNOVATE ASIA BERHAD,Industrial Products & Services,Leap Market,0.360,2.24,18.68,No,No,No,Yes,No,No,No,No
8621,LPI,LPI CAPITAL BHD,Financial Services,Main Market,13.820,82.36,18.67,Yes,No,No,No,Yes,No,No,No
8125,DAIBOCI,DAIBOCHI BERHAD,Industrial Products & Services,Main Market,2.680,15.09,18.63,Yes,Yes,No,No,Yes,Yes,No,No
5102,GCB,GUAN CHONG BERHAD,Consumer Products & Services,Main Market,2.790,21.33,18.62,No,No,No,No,Yes,Yes,No,No
0040,OPENSYS,OPENSYS (M) BERHAD,Technology,Ace Market,0.555,2.77,18.48,Yes,Yes,No,No,No,No,No,No
0128,FRONTKN,FRONTKEN CORPORATION BERHAD,Technology,Main Market,3.400,7.30,18.24,Yes,Yes,No,Yes,Yes,Yes,No,Yes
0213,MTAG,MTAG GROUP BERHAD,Industrial Products & Services,Ace Market,0.725,5.06,18.07,No,No,No,Yes,No,No,No,Yes
03035,CTIB,COSMOS TECHNOLOGY INTERNATIONAL BERHAD,Industrial Products & Services,Leap Market,0.400,3.40,17.97,No,No,No,Yes,No,No,No,Yes
5279,SERBADK,SERBA DINAMIK HOLDINGS BERHAD,Energy,Main Market,1.730,16.83,17.90,Yes,Yes,No,Yes,Yes,Yes,No,Yes
1562,BJTOTO,BERJAYA SPORTS TOTO BERHAD,Consumer Products & Services,Main Market,2.260,10.00,17.55,No,No,No,No,No,No,No,No
5216,DSONIC,DATASONIC GROUP BERHAD,Technology,Main Market,0.560,1.66,17.43,No,No,No,No,No,No,No,No
5147,SAMCHEM,SAMCHEM HOLDINGS BERHAD,Industrial Products & Services,Main Market,1.130,10.84,17.21,Yes,Yes,No,Yes,Yes,No,No,No
7087,MAGNI,MAGNI-TECH INDUSTRIES BERHAD,Consumer Products & Services,Main Market,2.300,25.12,16.97,No,No,No,No,No,No,No,No
03018,SUPREME,SUPREME CONSOLIDATED RESOURCES BERHAD,Consumer Products & Services,Leap Market,0.625,10.40,16.91,No,No,No,No,No,No,No,No
0097,VITROX,VITROX CORPORATION BERHAD,Technology,Main Market,14.420,19.38,16.79,Yes,No,Yes,Yes,Yes,Yes,No,Yes
5163,SEB,SEREMBAN ENGINEERING BERHAD,Industrial Products & Services,Main Market,0.725,4.68,16.70,Yes,Yes,No,No,Yes,No,No,No
9237,SCIB,SARAWAK CONSOLIDATED INDUSTRIES BERHAD,Industrial Products & Services,Main Market,5.700,18.40,16.58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7237,PWROOT,POWER ROOT BERHAD,Consumer Products & Services,Main Market,2.030,10.60,16.56,Yes,No,No,No,No,No,No,No
7022,GTRONIC,GLOBETRONICS TECHNOLOGY BERHAD,Technology,Main Market,2.700,7.24,16.46,No,No,No,No,No,No,No,No
0221,TCS,TCS GROUP HOLDINGS BERHAD,Construction,Ace Market,0.555,4.14,16.33,No,No,No,Yes,No,No,No,Yes
7145,AGES,AGESON BERHAD,Construction,Main Market,0.145,4.15,15.97,Yes,No,No,No,No,Yes,No,No
6033,PETGAS,PETRONAS GAS BERHAD,Utilities,Main Market,17.300,100.65,15.95,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
8303,LOTUS,LOTUS KFM BERHAD,Consumer Products & Services,Main Market,0.255,1.27,15.93,No,No,No,No,No,No,No,No
3069,MFCB,MEGA FIRST CORPORATION BERHAD,Utilities,Main Market,6.910,63.02,15.83,Yes,Yes,No,Yes,Yes,Yes,No,No
7153,KOSSAN,KOSSAN RUBBER INDUSTRIES BERHAD,Health Care,Main Market,5.130,23.68,15.71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5139,AEONCR,AEON CREDIT SERVICE (M) BERHAD,Financial Services,Main Market,12.080,92.60,15.51,No,No,No,No,Yes,No,No,No
3689,F&N,FRASER & NEAVE HOLDINGS BHD,Consumer Products & Services,Main Market,32.800,111.89,15.24,Yes,No,No,No,No,No,No,No
5277,FPGROUP,FOUNDPAC GROUP BERHAD,Industrial Products & Services,Main Market,0.930,2.78,15.19,Yes,No,No,No,Yes,No,No,No
9172,FPI,FORMOSA PROSONIC INDUSTRIES BERHAD,Consumer Products & Services,Main Market,2.220,19.69,15.15,Yes,No,No,Yes,No,No,No,Yes
4731,SCIENTX,SCIENTEX BERHAD,Industrial Products & Services,Main Market,12.160,77.72,15.09,Yes,Yes,No,No,Yes,No,No,No
9296,RCECAP,RCE CAPITAL BERHAD,Financial Services,Main Market,2.400,30.29,15.07,Yes,No,No,Yes,Yes,No,No,Yes
0201,NOVA,NOVA WELLNESS GROUP BERHAD,Health Care,Ace Market,0.885,4.36,15.05,Yes,No,No,No,Yes,Yes,No,No
2828,CIHLDG,C.I. HOLDINGS BERHAD,Consumer Products & Services,Main Market,1.810,22.34,14.89,Yes,Yes,No,Yes,Yes,Yes,No,No
03024,CETECH,CE TECHNOLOGY BERHAD,Industrial Products & Services,Leap Market,0.750,2.21,14.74,No,No,No,Yes,No,No,No,Yes
7062,KHIND,KHIND HOLDINGS BERHAD,Consumer Products & Services,Main Market,3.050,56.70,14.69,Yes,Yes,No,No,Yes,Yes,No,Yes
5286,MI,MI TECHNOVATION BERHAD,Technology,Main Market,3.700,7.77,14.67,Yes,No,No,No,Yes,Yes,No,No
5295,INNATURE,INNATURE BERHAD,Consumer Products & Services,Main Market,0.520,2.89,14.67,No,No,No,No,No,No,No,No
4316,SHCHAN,SIN HENG CHAN (MALAYA) BERHAD,Plantation,Main Market,0.510,6.57,14.61,Yes,No,No,No,Yes,Yes,No,No
7160,PENTA,PENTAMASTER CORPORATION BERHAD,Technology,Main Market,4.990,10.01,14.60,No,No,No,No,No,No,No,No
3034,HAPSENG,HAP SENG CONSOLIDATED BERHAD,Industrial Products & Services,Main Market,8.430,43.39,14.41,Yes,No,No,No,No,No,No,No
7293,YINSON,YINSON HOLDINGS BERHAD,Energy,Main Market,5.530,24.20,14.40,Yes,No,No,Yes,Yes,Yes,No,No
5100,BPPLAS,BP PLASTICS HOLDING BHD,Industrial Products & Services,Main Market,1.440,15.50,14.35,Yes,Yes,No,No,No,No,No,No
7277,DIALOG,DIALOG GROUP BERHAD,Energy,Main Market,3.380,10.85,14.31,Yes,No,No,No,No,No,No,No
5169,HOHUP,HO HUP CONSTRUCTION COMPANY BHD,Construction,Main Market,0.490,16.31,14.31,Yes,No,No,No,No,No,No,No
0011,BTECH,BRITE-TECH BERHAD,Utilities,Ace Market,0.525,3.37,14.04,Yes,Yes,No,No,No,No,No,No
0166,INARI,INARI AMERTRON BERHAD,Technology,Main Market,2.590,5.40,14.04,No,No,No,Yes,No,No,No,Yes
8079,LEESK,LEE SWEE KIAT GROUP BERHAD,Consumer Products & Services,Main Market,0.945,4.87,13.90,No,No,No,Yes,No,No,No,Yes
0002,KOTRA,KOTRA INDUSTRIES BERHAD,Health Care,Main Market,2.990,18.18,13.88,Yes,No,No,No,Yes,No,No,No
5181,SIGGAS,SIG GASES BERHAD,Industrial Products & Services,Main Market,0.090,7.47,13.84,Yes,No,No,No,No,No,No,No
03013,TOPVISN,TOPVISION EYE SPECIALIST BERHAD,Health Care,Leap Market,0.745,1.04,13.73,No,No,No,No,No,No,No,No
7152,JAYCORP,JAYCORP BERHAD,Consumer Products & Services,Main Market,1.660,17.98,13.72,Yes,Yes,No,Yes,Yes,Yes,No,Yes
0157,FOCUSP,FOCUS POINT HOLDINGS BERHAD,Consumer Products & Services,Ace Market,0.885,4.52,13.68,Yes,No,No,Yes,No,No,No,No
2089,UTDPLT,UNITED PLANTATIONS BERHAD,Plantation,Main Market,14.420,86.55,13.59,Yes,Yes,No,No,No,No,No,No
0215,SLVEST,SOLARVEST HOLDINGS BERHAD,Industrial Products & Services,Ace Market,1.930,2.98,13.56,No,Yes,No,Yes,No,No,No,No
5236,MATRIX,MATRIX CONCEPTS HOLDINGS BERHAD,Property,Main Market,1.830,27.21,13.47,No,No,No,Yes,Yes,No,No,No
03001,CLOUD,CLOUDARON GROUP BERHAD,Technology,Leap Market,0.020,1.22,13.33,No,No,No,No,No,No,No,No
7247,SCGM,SCGM BHD,Industrial Products & Services,Main Market,2.430,12.06,13.23,Yes,Yes,No,Yes,No,No,No,Yes
03032,ASTRA,ASTRAMINA GROUP BERHAD,Consumer Products & Services,Leap Market,0.370,3.41,13.13,No,No,No,Yes,No,No,No,Yes
7155,SKPRES,SKP RESOURCES BHD,Industrial Products & Services,Main Market,2.030,6.91,13.04,No,No,No,Yes,Yes,Yes,No,Yes
3719,PANAMY,PANASONIC MANUFACTURING MALAYSIA BERHAD,Consumer Products & Services,Main Market,31.600,159.01,13.00,No,No,No,Yes,No,No,No,Yes
5143,LUXCHEM,LUXCHEM CORPORATION BERHAD,Industrial Products & Services,Main Market,0.780,4.61,12.82,Yes,No,No,Yes,No,No,No,No
5274,HLCAP,HONG LEONG CAPITAL BERHAD,Financial Services,Main Market,6.400,46.99,12.74,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5248,BAUTO,BERMAZ AUTO BERHAD,Consumer Products & Services,Main Market,1.380,5.47,12.71,No,No,No,No,No,No,No,No
8176,ATAIMS,ATA IMS BERHAD,Industrial Products & Services,Main Market,2.320,7.70,12.63,No,No,No,Yes,Yes,No,No,Yes
7047,FAJAR,FAJARBARU BUILDER GROUP BHD,Construction,Main Market,0.525,10.82,12.51,No,No,No,No,No,No,No,No
1481,ASB,ADVANCE SYNERGY BERHAD,Consumer Products & Services,Main Market,0.150,5.98,12.47,Yes,No,No,No,No,No,No,No
9466,KKB,KKB ENGINEERING BERHAD,Industrial Products & Services,Main Market,1.690,16.48,12.39,Yes,No,No,No,No,No,No,No
1163,ALLIANZ,ALLIANZ MALAYSIA BERHAD,Financial Services,Main Market,14.680,287.97,12.36,Yes,No,No,No,Yes,No,No,Yes
7130,KPOWER,KPOWER BERHAD,Consumer Products & Services,Main Market,6.080,17.68,12.28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7167,JOHOTIN,JOHORE TIN BERHAD,Consumer Products & Services,Main Market,2.030,14.24,12.27,No,Yes,No,Yes,No,No,No,No
0829EA,CHINAETF-MYR,TRADEPLUS S&P NEW CHINA TRACKER-MYR,ETF-Equity,ETF,8.020,112.50,12.24,No,No,No,No,No,No,No,No
6971,KOBAY,KOBAY TECHNOLOGY BERHAD,Industrial Products & Services,Main Market,2.400,24.33,12.23,Yes,Yes,No,No,Yes,No,No,No
5263,SUNCON,SUNWAY CONSTRUCTION GROUP BERHAD,Construction,Main Market,1.900,5.74,12.21,No,No,No,No,No,No,No,No
7090,AHEALTH,APEX HEALTHCARE BERHAD,Health Care,Main Market,3.600,11.71,12.20,Yes,No,No,No,Yes,No,No,No
5077,MAYBULK,MALAYSIAN BULK CARRIERS BERHAD,Transportation & Logistics,Main Market,0.575,4.07,12.19,No,No,No,No,No,No,No,No
5028,HTPADU,HEITECH PADU BERHAD,Technology,Main Market,1.670,14.13,12.18,Yes,Yes,No,No,No,No,No,No
8923,JIANKUN,JIANKUN INTERNATIONAL BERHAD,Property,Main Market,0.575,4.37,12.13,Yes,No,No,No,Yes,No,No,Yes
2658,AJI,AJINOMOTO (MALAYSIA) BERHAD,Consumer Products & Services,Main Market,15.480,98.08,12.06,Yes,No,No,No,No,No,No,No
5272,RANHILL,RANHILL UTILITIES BERHAD,Utilities,Main Market,0.875,6.55,11.91,Yes,No,No,No,No,No,No,No
7035,CCK,CCK CONSOLIDATED HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.635,5.48,11.90,No,No,No,No,No,No,No,No
8869,PMETAL,PRESS METAL ALUMINIUM HOLDINGS BERHAD,Industrial Products & Services,Main Market,8.050,11.05,11.88,No,No,No,No,No,No,No,No
7668,HAIO,HAI-O ENTERPRISE BERHAD,Consumer Products & Services,Main Market,2.320,12.58,11.87,No,Yes,Yes,No,No,No,No,No
9598,PTARAS,PINTARAS JAYA BHD,Construction,Main Market,2.820,23.31,11.54,Yes,No,No,No,No,No,No,No
03012,BABA,BABA ECO GROUP BERHAD,Consumer Products & Services,Leap Market,0.170,2.19,11.39,No,No,No,No,No,No,No,No
5276,DANCO,DANCOMECH HOLDINGS BERHAD,Industrial Products & Services,Main Market,0.635,4.96,11.26,No,No,No,Yes,Yes,Yes,Yes,Yes
8966,PRLEXUS,PROLEXUS BERHAD,Consumer Products & Services,Main Market,1.350,16.80,11.20,Yes,No,No,No,No,No,No,No
1295,PBBANK,PUBLIC BANK BERHAD,Financial Services,Main Market,20.640,132.13,11.13,No,No,No,No,No,No,No,No
7205,COCOLND,COCOALAND HOLDINGS BERHAD,Consumer Products & Services,Main Market,1.760,12.91,11.13,No,No,No,No,No,No,No,No
0146,JFTECH,JF TECHNOLOGY BERHAD,Technology,Ace Market,4.490,4.42,11.10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7198,DPS,DPS RESOURCES BERHAD,Property,Main Market,0.125,2.44,11.10,Yes,Yes,No,No,Yes,Yes,No,Yes
0036,KGROUP,KEY ALLIANCE GROUP BERHAD,Technology,Ace Market,0.055,1.41,11.07,Yes,Yes,No,Yes,Yes,Yes,No,No
0100,ESCERAM,ES CERAMICS TECHNOLOGY BHD,Industrial Products & Services,Ace Market,0.495,1.65,11.01,Yes,Yes,No,Yes,Yes,Yes,No,Yes
0084,TECFAST,TECHFAST HOLDINGS BERHAD,Industrial Products & Services,Ace Market,0.470,1.33,10.92,Yes,No,No,No,No,No,No,No
6262,INNO,INNOPRISE PLANTATIONS BERHAD,Plantation,Main Market,1.130,7.64,10.91,Yes,Yes,No,Yes,Yes,Yes,No,No
9822,SAM,SAM ENGINEERING & EQUIPMENT (M) BERHAD,Industrial Products & Services,Main Market,7.350,47.17,10.82,No,No,No,No,Yes,No,No,No
0151,KGB,KELINGTON GROUP BERHAD,Industrial Products & Services,Main Market,1.640,5.38,10.73,No,No,No,No,No,No,No,No
3867,MPI,MALAYSIAN PACIFIC INDUSTRIES BERHAD,Technology,Main Market,24.600,81.71,10.70,Yes,Yes,No,Yes,Yes,Yes,No,Yes
7180,SERNKOU,SERN KOU RESOURCES BERHAD,Consumer Products & Services,Main Market,1.850,6.90,10.62,Yes,No,No,Yes,Yes,Yes,No,Yes
5162,VSTECS,VSTECS BERHAD,Technology,Main Market,2.030,19.24,10.52,Yes,Yes,No,No,Yes,Yes,No,No
5031,TIMECOM,TIME DOTCOM BERHAD,Telecommunications & Media,Main Market,13.360,51.15,10.48,No,No,No,No,Yes,Yes,No,Yes
9954,RGTBHD,RGT BERHAD,Industrial Products & Services,Main Market,0.605,1.26,10.48,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5258,BIMB,BIMB HOLDINGS BERHAD,Financial Services,Main Market,4.410,37.87,10.40,No,No,No,No,Yes,No,No,No
5084,IBRACO,IBRACO BERHAD,Property,Main Market,0.535,8.00,10.39,Yes,No,No,No,Yes,No,No,No
5184,CYPARK,CYPARK RESOURCES BERHAD,Industrial Products & Services,Main Market,1.270,18.11,10.35,No,No,No,No,No,No,No,No
5106,AXREIT,AXIS REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,2.110,15.27,10.30,Yes,Yes,No,No,Yes,Yes,Yes,No
4863,TM,TELEKOM MALAYSIA BERHAD,Telecommunications & Media,Main Market,5.410,18.70,10.26,No,Yes,Yes,Yes,No,No,No,No
03016,CRG,CRG INCORPORATED BERHAD,Consumer Products & Services,Leap Market,0.075,0.91,10.17,No,No,No,No,No,No,No,No
2755,FCW,FCW HOLDINGS BERHAD,Consumer Products & Services,Main Market,1.010,6.91,10.16,Yes,No,No,No,No,No,No,No
0127,JHM,JHM CONSOLIDATION BERHAD,Technology,Main Market,1.830,3.78,9.95,No,No,No,No,No,No,No,Yes
2283,ZELAN,ZELAN BERHAD,Construction,Main Market,0.110,0.60,9.93,Yes,No,No,No,No,No,No,No
5255,ICON,ICON OFFSHORE BERHAD,Energy,Main Market,0.120,1.32,9.93,Yes,Yes,No,No,Yes,No,No,No
5042,TSRCAP,TSR CAPITAL BERHAD,Construction,Main Market,0.290,9.78,9.88,Yes,No,No,No,No,No,No,No
0205,DPIH,DPI HOLDINGS BERHAD,Consumer Products & Services,Ace Market,0.300,1.58,9.87,Yes,No,No,Yes,Yes,No,No,Yes
5126,SOP,SARAWAK OIL PALMS BERHAD,Plantation,Main Market,4.030,40.68,9.85,Yes,Yes,No,Yes,No,No,No,No
0220,OVH,OCEAN VANTAGE HOLDINGS BERHAD,Energy,Ace Market,0.475,1.57,9.80,No,No,No,No,No,No,No,No
9075,THETA,THETA EDGE BERHAD,Technology,Main Market,0.470,6.14,9.75,Yes,Yes,No,No,Yes,Yes,No,No
7052,PADINI,PADINI HOLDINGS BERHAD,Consumer Products & Services,Main Market,3.000,11.59,9.74,No,No,No,No,No,No,No,No
7439,TECGUAN,TECK GUAN PERDANA BERHAD,Consumer Products & Services,Main Market,1.470,14.29,9.72,No,Yes,No,No,Yes,Yes,No,Yes
5160,HOMERIZ,HOMERITZ CORPORATION BERHAD,Consumer Products & Services,Main Market,0.665,5.73,9.71,Yes,No,No,No,Yes,No,No,Yes
7088,POHUAT,POH HUAT RESOURCES HOLDINGS BERHAD,Consumer Products & Services,Main Market,1.790,16.05,9.64,No,No,No,No,No,No,No,No
0210,KHJB,KIM HIN JOO (MALAYSIA) BERHAD,Consumer Products & Services,Ace Market,0.235,1.91,9.48,No,No,No,No,No,No,No,No
7230,TOMEI,TOMEI CONSOLIDATED BERHAD,Consumer Products & Services,Main Market,0.845,16.00,9.47,Yes,Yes,No,Yes,No,No,No,Yes
5208,EITA,EITA RESOURCES BERHAD,Industrial Products & Services,Main Market,1.970,13.30,9.37,No,No,No,No,No,No,No,No
7029,MASTER,MASTER-PACK GROUP BERHAD,Industrial Products & Services,Main Market,1.850,18.96,9.34,No,No,No,No,No,No,No,No
0168,BOILERM,BOILERMECH HOLDINGS BERHAD,Industrial Products & Services,Main Market,1.060,3.91,9.30,No,No,No,No,No,No,No,No
5027,KMLOONG,KIM LOONG RESOURCES BERHAD,Plantation,Main Market,1.570,7.69,9.26,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
7148,DPHARMA,DUOPHARMA BIOTECH BERHAD,Health Care,Main Market,3.660,7.71,9.18,Yes,No,No,No,Yes,No,No,No
03033,SGBHD,SUPERGENICS BERHAD,Industrial Products & Services,Leap Market,0.300,1.30,9.13,No,No,No,No,No,No,No,No
5135,SWKPLNT,SARAWAK PLANTATION BERHAD,Plantation,Main Market,2.280,19.07,9.13,Yes,Yes,No,Yes,Yes,Yes,No,Yes
4022,MAXIM,MAXIM GLOBAL BERHAD,Property,Main Market,0.325,5.18,9.02,Yes,No,No,Yes,Yes,No,No,No
5029,FAREAST,FAR EAST HOLDINGS BERHAD,Plantation,Main Market,2.850,17.57,9.01,Yes,Yes,No,No,Yes,Yes,No,Yes
7803,RUBEREX,RUBBEREX CORPORATION (M) BERHAD,Industrial Products & Services,Main Market,1.540,9.09,9.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
